"","V1","V2","V3","V4","V5"
"c..Name....CriticRate....CriticNum....UserRate....UserNum..","Name","CriticRate","CriticNum","UserRate","UserNum"
"cur15_sta.1411","Dragon Fin Soup","NA","
                                1
                            ","
5.9
    ","19 Ratings"
"cur15_sta.1412","Trapped Dead: Lockdown","NA","
                                2
                            ","
5.2
    ","10 Ratings"
"cur15_sta.1413","Distant Star: Revenant Fleet","NA","
                                2
                            ","
5.5
    ","6 Ratings"
"cur15_sta.1414","Hare In The Hat","NA","0","NA","0"
"cur15_sta.1415","The Sparkle 3: Genesis","NA","
                                1
                            ","
6.3
    ","4 Ratings"
"cur15_sta.1416","Car Mechanic Manager","NA","0","NA","0"
"cur15_sta.1417","Astronaut Simulator","NA","0","NA","0"
"cur15_sta.1418","Asguaard","NA","0","
8.7
    ","34 Ratings"
"cur15_sta.1419","Cricket Captain 2015","NA","0","NA","0"
"cur15_sta.1420","Overlord: Fellowship of Evil","24","
                                6
                            ","
2.3
    ","37 Ratings"
"cur15_sta.1421","Alone in the Dark: Illumination","19","
                                12
                            ","
1.2
    ","123 Ratings"
"cur15_sta.1422","Kitchen Simulator 2015","NA","0","NA","0"
"cur15_sta.1423","The Clans - Saga of the Twins","NA","0","NA","0"
"cur15_sta.1424","Second Warfare","NA","0","NA","0"
"cur15_sta.1425","Blood of Magic","NA","0","NA","0"
"cur15_sta.1426","Battle For The Sun","NA","
                                2
                            ","NA","0"
"cur15_sta.1427","SECTOR","NA","0","NA","0"
"cur15_sta.1428","GASP","NA","0","NA","0"
"cur15_sta.1429","A.I. Invasion","NA","0","NA","0"
"cur15_sta.1430","Legends of Dawn Reborn","NA","0","
5.5
    ","4 Ratings"
"cur15_sta.1431","Dark Years","NA","0","
5.1
    ","10 Ratings"
"cur15_sta.1432","Dream Factory","NA","0","NA","0"
"cur15_sta.1433","Project Pulsation","NA","0","NA","0"
"cur15_sta.1434","All Guns On Deck","NA","0","NA","0"
"cur15_sta.1435","VERGE:Lost chapter","NA","0","NA","0"
"cur15_sta.1436","Damned Nation Reborn","NA","0","NA","0"
"cur15_sta.1437","Age of Survival","NA","0","NA","0"
"cur15_sta.1438","10 Years After","NA","0","NA","0"
"cur15_sta.1439","Agarest: Generations of War 2","NA","
                                3
                            ","
7.8
    ","4 Ratings"
"cur15_sta.1440","Euro Fishing","NA","
                                2
                            ","NA","0"
"cur15_sta.1441","Wooden Floor","NA","0","NA","0"
"cur15_sta.1442","Night Mysteries: The Amphora Prisoner","NA","0","NA","0"
"cur15_sta.1443","Final Fantasy IV: The After Years","NA","
                                2
                            ","
6.8
    ","5 Ratings"
"cur15_sta.1444","Trouble In The Manor","NA","0","NA","0"
"cur15_sta.1445","Tales Runner","NA","0","
8.3
    ","4 Ratings"
"cur15_sta.1446","World of Soccer online","NA","0","NA","0"
"cur15_sta.1447","Aberoth","NA","0","NA","0"
"cur15_sta.1448","Contract With The Devil","NA","0","NA","0"
"cur15_sta.1449","Romero's Aftermath","NA","0","
4.0
    ","8 Ratings"
"cur15_sta.1450","GabeN: The Final Decision","NA","0","
5.1
    ","15 Ratings"
"cur15_sta.1451","Butsbal","NA","0","NA","0"
"cur15_sta.1452","18 Wheels of Steel: Extreme Trucker 2","NA","
                                1
                            ","
7.5
    ","13 Ratings"
"cur15_sta.1453","The Great Fusion","NA","0","NA","0"
"cur15_sta.1454","AntharioN","NA","0","NA","0"
"cur15_sta.1455","Rise: Battle Lines","NA","0","NA","0"
"cur15_sta.1456","Lovely Weather We're Having","NA","
                                3
                            ","NA","0"
"cur15_sta.1457","I, Gladiator","NA","
                                1
                            ","NA","0"
"cur15_sta.1458","BattleLore: Command","NA","
                                2
                            ","NA","0"
"cur15_sta.1459","Bladestorm: Nightmare","NA","
                                2
                            ","
7.0
    ","7 Ratings"
"cur15_sta.1460","Will Fight for Food: Super Actual Sellout: Game of the Hour","NA","
                                3
                            ","NA","0"
"cur15_sta.1461","GRAV","NA","0","NA","0"
"cur15_sta.1462","Shadow Hunter","NA","0","NA","0"
"cur15_sta.1463","Star Chronicles: Delta Quadrant","NA","0","NA","0"
"cur15_sta.1464","Nomad","NA","0","NA","0"
"cur15_sta.1465","The Sandbox","NA","0","NA","0"
"cur15_sta.1466","Wanderlust Adventures","NA","0","
5.2
    ","5 Ratings"
"cur15_sta.1467","WARMODE","NA","0","NA","0"
"cur15_sta.1468","To Burn in Memory","NA","0","NA","0"
"cur15_sta.1469","Legend of Dungeon: Masters","NA","0","NA","0"
"cur15_sta.1470","Anoxemia","NA","
                                1
                            ","
6.4
    ","12 Ratings"
"cur15_sta.1471","Red Crucible: Firestorm","NA","0","NA","0"
"cur15_sta.1472","Colonial Conquest","NA","
                                3
                            ","NA","0"
"cur15_sta.1473","Towers of Altrac - Epic Defense Battles","NA","0","NA","0"
"cur15_sta.1474","Ski Park Tycoon","NA","0","NA","0"
"cur15_sta.1475","Batla","NA","0","NA","0"
"cur15_sta.1476","Copa Petrobras de Marcas","NA","0","NA","0"
"cur15_sta.1477","8BitMMO","NA","0","
5.1
    ","14 Ratings"
"cur15_sta.1478","KRUM: Edge Of Darkness","NA","0","NA","0"
"cur15_sta.1479","gravilon","NA","0","NA","0"
"cur15_sta.1480","Deepworld","NA","0","NA","0"
"cur15_sta.1481","Dungeon Hero","NA","0","NA","0"
"cur15_sta.1482","KINGDOMS","NA","0","NA","0"
"cur15_sta.1483","Twilight City: Love as a Cure","NA","0","NA","0"
"cur15_sta.1484","Ant War: Domination","NA","0","NA","0"
"cur15_sta.1485","Just Survive","NA","0","NA","0"
"cur15_sta.1486","One Manga Day","NA","0","NA","0"
"cur15_sta.1487","Escape","NA","0","NA","0"
"cur15_sta.1488","Fort Defense","NA","0","NA","0"
"cur15_sta.1489","Starship Traveller","NA","
                                1
                            ","NA","0"
"cur15_sta.1490","Block Legend DX","NA","0","NA","0"
"cur15_sta.1491","Carp Fishing Simulator","NA","0","NA","0"
"cur15_sta.1492","Epsilon","NA","0","NA","0"
"cur15_sta.1493","Curses 'N Chaos","NA","
                                3
                            ","NA","0"
"cur15_sta.1494","Snik","NA","0","NA","0"
"cur15_sta.1495","Monster Truck Destruction","NA","
                                2
                            ","
2.0
    ","5 Ratings"
"cur15_sta.1496","Affected Zone Tactics","NA","0","NA","0"
"cur15_sta.1497","Data Hacker: Reboot","NA","0","NA","0"
"cur15_sta.1498","Russian Horror Story","NA","0","
7.4
    ","8 Ratings"
"cur15_sta.1499","Reign Of Kings","NA","
                                1
                            ","NA","0"
"cur15_sta.1500","Last Days of Spring Visual Novel","NA","0","NA","0"
"cur15_sta.1501","Disillusions Manga Horror","NA","0","NA","0"
"cur15_sta.1502","Train of Afterlife","NA","
                                1
                            ","NA","0"
"cur15_sta.1503","War of Beach","NA","0","NA","0"
"cur15_sta.1504","Star Command Galaxies","NA","0","NA","0"
"cur15_sta.1505","Dungeon Manager ZV","NA","0","NA","0"
"cur15_sta.1506","Super Trench Attack 2","NA","0","NA","0"
"cur15_sta.1507","Pregnancy","NA","0","NA","0"
"cur15_sta.1508","Spheroid","NA","0","NA","0"
"cur15_sta.1509","Savage Lands","NA","0","NA","0"
"cur15_sta.1510","The Orion Project","NA","0","NA","0"
"cur15_sta.1511","Colortone","NA","0","NA","0"
"cur15_sta.1512","Way of Gold and Steel","NA","0","NA","0"
"cur15_sta.1513","Devil's Bluff","NA","0","NA","0"
"cur15_sta.1514","Dance of Death","NA","0","NA","0"
"cur15_sta.1515","Stay Dead Evolution","NA","
                                1
                            ","NA","0"
"cur15_sta.1516","Interstellaria","NA","
                                1
                            ","
7.6
    ","5 Ratings"
"cur15_sta.1517","The Tape","NA","0","NA","0"
"cur15_sta.1518","Bloop Reloaded","NA","0","NA","0"
"cur15_sta.1519","Rememoried","65","
                                8
                            ","
6.0
    ","7 Ratings"
"cur15_sta.1520","Worms World Party Remastered","NA","
                                3
                            ","
3.4
    ","8 Ratings"
"cur15_sta.1521","Metal War Online: Retribution","NA","0","NA","0"
"cur15_sta.1522","Dark Heritage: Guardians of Hope","NA","0","NA","0"
"cur15_sta.1523","Your Quest","NA","0","NA","0"
"cur15_sta.1524","Showing Tonight: Mindhunters Incident","NA","0","NA","0"
"cur15_sta.1525","Curse of Mermos","NA","
                                1
                            ","NA","0"
"cur15_sta.1526","Solarix","47","
                                8
                            ","
4.1
    ","15 Ratings"
"cur15_sta.1527","Pulut Adventure","NA","0","NA","0"
"cur15_sta.1528","Plastiland","NA","
                                1
                            ","NA","0"
"cur15_sta.1529","Street Arena","NA","
                                1
                            ","NA","0"
"cur15_sta.1530","Gunslingers","NA","0","NA","0"
"cur15_sta.1531","Rustbucket Rumble","NA","0","NA","0"
"cur15_sta.1532","Shut Up And Dig","NA","0","NA","0"
"cur15_sta.1533","Streamline","NA","0","NA","0"
"cur15_sta.1534","Urja","NA","0","NA","0"
"cur15_sta.1535","MiniBikers","NA","0","NA","0"
"cur15_sta.1536","RESCUE 2: Everyday Heroes","NA","
                                1
                            ","NA","0"
"cur15_sta.1537","How to Survive: Third Person Standalone","56","
                                5
                            ","
3.1
    ","12 Ratings"
"cur15_sta.1538","Afterlife Empire","NA","0","NA","0"
"cur15_sta.1539","Backgammon Blitz","NA","0","NA","0"
"cur15_sta.1540","Drizzlepath","NA","0","
3.3
    ","10 Ratings"
"cur15_sta.1541","Idle Civilization","NA","0","NA","0"
"cur15_sta.1542","Damnation City of Death","NA","0","NA","0"
"cur15_sta.1543","Hacker's Beat","NA","
                                1
                            ","NA","0"
"cur15_sta.1544","VERLIES II","NA","0","NA","0"
"cur15_sta.1545","Wildlife Park","62","
                                8
                            ","
7.0
    ","8 Ratings"
"cur15_sta.1546","Yohjo Simulator","NA","0","NA","0"
"cur15_sta.1547","Daughter of Shadows: An SCP Breach Event","NA","0","NA","0"
"cur15_sta.1548","Wickland","NA","0","NA","0"
"cur15_sta.1549","Hidden Object Bundle 5 in 1","NA","0","NA","0"
"cur15_sta.1550","Predator Simulator","NA","0","NA","0"
"cur15_sta.1551","Dream of Mirror Online","NA","0","NA","0"
"cur15_sta.1552","Burgers","NA","0","NA","0"
"cur15_sta.1553","Shred! Downhill Mountain Biking","NA","0","NA","0"
"cur15_sta.1554","Riding Out","NA","0","NA","0"
"cur15_sta.1555","Castle Chaos","NA","0","NA","0"
"cur15_sta.1556","Deserter Simulator","NA","0","NA","0"
"cur15_sta.1557","Dungeon Crawlers HD","NA","
                                1
                            ","NA","0"
"cur15_sta.1558","Tic-Toc-Tower","NA","
                                1
                            ","NA","0"
"cur15_sta.1559","CodeSpells","NA","0","NA","0"
"cur15_sta.1560","VEGA Conflict","NA","0","NA","0"
"cur15_sta.1561","Squarelands","NA","0","NA","0"
"cur15_sta.1562","Elements: Soul of Fire","NA","0","NA","0"
"cur15_sta.1563","Force of Elements","NA","0","NA","0"
"cur15_sta.1564","Air Guardians","NA","0","NA","0"
"cur15_sta.1565","Poker Pretty Girls Battle: Texas Hold'em","NA","0","NA","0"
"cur15_sta.1566","Shadow Ninja: Apocalypse","NA","0","NA","0"
"cur15_sta.1567","The Mystery of a Lost Planet","NA","0","NA","0"
"cur15_sta.1568","Front Wars","NA","
                                1
                            ","NA","0"
"cur15_sta.1569","Jagged Alliance Online: Reloaded","NA","0","NA","0"
"cur15_sta.1570","Deus Ex Machina 2","NA","0","NA","0"
"cur15_sta.1571","Loot Hunter","NA","0","NA","0"
"cur15_sta.1572","PERFECT ANGLE: The puzzle game based on optical illusions","NA","
                                1
                            ","NA","0"
"cur15_sta.1573","Flight of the Paladin","NA","0","NA","0"
"cur15_sta.1574","Wild Island Quest","NA","0","NA","0"
"cur15_sta.1575","Nightside","NA","0","NA","0"
"cur15_sta.1576","Survarium","NA","0","NA","0"
"cur15_sta.1577","Cosmonautica","NA","
                                3
                            ","NA","0"
"cur15_sta.1578","Biodrone Battle","NA","0","NA","0"
"cur15_sta.1579","Redemption: Eternal Quest","NA","0","NA","0"
"cur15_sta.1580","Three Digits","NA","0","NA","0"
"cur15_sta.1581","Royal Bounty HD","NA","0","NA","0"
"cur15_sta.1582","Lost in a Forest","NA","0","NA","0"
"cur15_sta.1583","Mortal Online","NA","0","
4.1
    ","40 Ratings"
"cur15_sta.1584","Piercing Blow","NA","0","NA","0"
"cur15_sta.1585","Total War Battles: KINGDOM","NA","
                                3
                            ","
2.6
    ","7 Ratings"
"cur15_sta.1586","Sumo Revise","NA","0","NA","0"
"cur15_sta.1587","Heroes of Scene","NA","0","NA","0"
"cur15_sta.1588","Rolling Sun","NA","0","
3.7
    ","9 Ratings"
"cur15_sta.1589","Scott in Space","NA","0","NA","0"
"cur15_sta.1590","The Land Of Lamia","NA","
                                2
                            ","NA","0"
"cur15_sta.1591","Rubber and Lead","NA","0","NA","0"
"cur15_sta.1592","MX vs. ATV Supercross Encore","NA","0","NA","0"
"cur15_sta.1593","Stones of Sorrow","NA","0","NA","0"
"cur15_sta.1594","SoulCraft","NA","0","NA","0"
"cur15_sta.1595","ZombieRun","NA","0","NA","0"
"cur15_sta.1596","Survival: Postapocalypse Now","NA","0","NA","0"
"cur15_sta.1597","Social Justice Warriors","NA","
                                1
                            ","
2.9
    ","14 Ratings"
"cur15_sta.1598","Auto Dealership Tycoon","NA","0","NA","0"
"cur15_sta.1599","Shot In The Dark","NA","0","NA","0"
"cur15_sta.1600","NBA 2K16","NA","
                                3
                            ","
5.6
    ","71 Ratings"
"cur15_sta.1601","Make it indie!","NA","
                                1
                            ","
2.6
    ","7 Ratings"
"cur15_sta.1602","Metal Slug Defense","NA","
                                1
                            ","NA","0"
"cur15_sta.1603","Star Horizon","NA","0","NA","0"
"cur15_sta.1604","Dispatcher","NA","
                                3
                            ","
6.9
    ","7 Ratings"
"cur15_sta.1605","Kidnapped","NA","0","
5.0
    ","4 Ratings"
"cur15_sta.1606","Guild Commander","NA","
                                1
                            ","NA","0"
"cur15_sta.1607","Porradaria 2: Pagode of the Night","NA","0","NA","0"
"cur15_sta.1608","Living Legends: The Frozen Fear Collection","NA","0","NA","0"
"cur15_sta.1609","Blockwick 2","NA","0","NA","0"
"cur15_sta.1610","Tinertia","NA","
                                3
                            ","
8.8
    ","5 Ratings"
"cur15_sta.1611","Regimental Chess","NA","0","NA","0"
"cur15_sta.1612","Invasion","NA","0","NA","0"
"cur15_sta.1613","Clergy Splode","NA","0","NA","0"
"cur15_sta.1614","Blaster Shooter GunGuy!","NA","0","NA","0"
"cur15_sta.1615","Synonymy","NA","0","NA","0"
"cur15_sta.1616","Farm Mechanic Simulator 2015","NA","0","NA","0"
"cur15_sta.1617","Island Defense","NA","0","NA","0"
"cur15_sta.1618","Time Mysteries: Inheritance - Remastered","NA","0","NA","0"
"cur15_sta.1619","Destiny Warriors RPG","NA","0","
1.0
    ","5 Ratings"
