"","V1","V2","V3","V4","V5"
"cur_sta.1809","Chill the Piro","NA","0","NA","0"
"cur_sta.1810","Virtual Pool 4 Multiplayer","NA","0","NA","0"
"cur_sta.1811","Mobile Astro","NA","0","NA","0"
"cur_sta.1812","Abyss Cave","NA","0","NA","0"
"cur_sta.1813","GET THE GEMS","NA","0","NA","0"
"cur_sta.1814","Sandstorm","NA","0","NA","0"
"cur_sta.1815","Collider","NA","0","NA","0"
"cur_sta.1816","To Ash","NA","0","NA","0"
"cur_sta.1817","Gnomes Garden 2","NA","0","NA","0"
"cur_sta.1818","Save Home","NA","0","NA","0"
"cur_sta.1819","Bitdude","NA","0","NA","0"
"cur_sta.1820","Cursed West","NA","0","NA","0"
"cur_sta.1821","A Land Fit For Heroes","NA","
                                1
                            ","NA","0"
"cur_sta.1822","Tales from the Void","NA","
                                1
                            ","NA","0"
"cur_sta.1823","The Sunset","NA","0","NA","0"
"cur_sta.1824","Zenodyne R","NA","0","
7.8
    ","6 Ratings"
"cur_sta.1825","NightmareZ","NA","0","NA","0"
"cur_sta.1826","Dynamite Alex","NA","0","NA","0"
"cur_sta.1827","ConflictCraft","NA","0","NA","0"
"cur_sta.1828","Super Happy Singh","NA","0","NA","0"
"cur_sta.1829","Story of a Cube","NA","0","NA","0"
"cur_sta.1830","DeathMetal","NA","0","NA","0"
"cur_sta.1831","VR Journey","NA","0","NA","0"
"cur_sta.1832","The Life Of Greather","NA","0","NA","0"
"cur_sta.1833","Slide Ride Arcade","NA","0","NA","0"
"cur_sta.1834","Broomball VR","NA","0","NA","0"
"cur_sta.1835","Mistwood Heroes","NA","0","NA","0"
"cur_sta.1836","Chowderchu","NA","0","
6.2
    ","5 Ratings"
"cur_sta.1837","Spooky Heroes","NA","0","NA","0"
"cur_sta.1838","BomberZone","NA","0","NA","0"
"cur_sta.1839","Android John","NA","0","NA","0"
"cur_sta.1840","Mahjong World Contest","NA","0","NA","0"
"cur_sta.1841","Defense Of Greece TD","NA","0","NA","0"
"cur_sta.1842","VR Battle Grid","NA","0","NA","0"
"cur_sta.1843","Revenge of Roger Rouge","NA","0","NA","0"
"cur_sta.1844","Goblet of Maya","NA","0","NA","0"
"cur_sta.1845","Solitaire Beach Season","NA","0","NA","0"
"cur_sta.1846","Oh No! Bugs!","NA","0","NA","0"
"cur_sta.1847","Blight of the Immortals","NA","0","NA","0"
"cur_sta.1848","Psycho on the loose","NA","0","NA","0"
"cur_sta.1849","The Youthdrainers","NA","0","NA","0"
"cur_sta.1850","30 IMPOSSIBLE LEVELS","NA","0","NA","0"
"cur_sta.1851","Darkness Ahead","NA","0","NA","0"
"cur_sta.1852","A Game of Changes","NA","0","NA","0"
"cur_sta.1853","Wobbly Jungle","NA","0","
7.5
    ","6 Ratings"
"cur_sta.1854","Heroes Must Die","NA","0","NA","0"
"cur_sta.1855","Galactic Landing","NA","0","NA","0"
"cur_sta.1856","Desert Ride Coaster","NA","0","NA","0"
"cur_sta.1857","Twin Bros","NA","0","NA","0"
"cur_sta.1858","Bullet Life 2010","NA","0","NA","0"
"cur_sta.1859","Halloween Mysteries","NA","0","NA","0"
"cur_sta.1860","Pepe Porcupine","NA","0","NA","0"
"cur_sta.1861","Beerman","NA","0","NA","0"
"cur_sta.1862","Zeus Quest Remastered","NA","0","NA","0"
"cur_sta.1863","Tales Across Time","NA","0","NA","0"
"cur_sta.1864","Immersion (2016)","NA","0","NA","0"
"cur_sta.1865","Bubble Jungle: Super Chameleon Platformer World","NA","0","NA","0"
"cur_sta.1866","Leap Up no jutsu","NA","0","NA","0"
"cur_sta.1867","Baseball Stars 2","NA","0","NA","0"
"cur_sta.1868","Running Gods","NA","0","NA","0"
"cur_sta.1869","Waddle Home","NA","0","NA","0"
"cur_sta.1870","Extravaganza Rising","NA","0","NA","0"
"cur_sta.1871","Rage Pig","NA","0","NA","0"
"cur_sta.1872","Orbital X","NA","0","NA","0"
"cur_sta.1873","Wooden Floor 2 - Resurrection","NA","0","NA","0"
"cur_sta.1874","Karma Miwa","NA","0","NA","0"
"cur_sta.1875","Infinity Wings - Scout & Grunt","NA","0","NA","0"
"cur_sta.1876","Nanobots","NA","0","NA","0"
"cur_sta.1877","Disastr_Blastr","NA","0","NA","0"
"cur_sta.1878","Lost Crew","NA","0","NA","0"
"cur_sta.1879","Adrenaline Adventure","NA","0","NA","0"
"cur_sta.1880","Space Radiance","NA","0","NA","0"
"cur_sta.1881","Serafina's Crown","NA","0","NA","0"
"cur_sta.1882","The Construct","NA","0","NA","0"
"cur_sta.1883","Sketchfab VR","NA","0","NA","0"
"cur_sta.1884","Pool of Death","NA","0","NA","0"
"cur_sta.1885","IACTURA","NA","0","NA","0"
"cur_sta.1886","X-17","NA","0","NA","0"
"cur_sta.1887","Rozkol","NA","0","NA","0"
"cur_sta.1888","ShotForge","NA","0","NA","0"
"cur_sta.1889","On the front line","NA","0","NA","0"
"cur_sta.1890","Robot Legions Reborn","NA","0","NA","0"
"cur_sta.1891","Evolution","NA","0","NA","0"
"cur_sta.1892","PolyDome","NA","0","NA","0"
"cur_sta.1893","Dungeon of Gain","NA","0","NA","0"
"cur_sta.1894","It Comes Around - A Kinetic Novel","NA","0","NA","0"
"cur_sta.1895","Dexodonex","NA","0","NA","0"
"cur_sta.1896","JiPS","NA","0","NA","0"
"cur_sta.1897","Samurai Wars","NA","0","NA","0"
"cur_sta.1898","Santa's Big Adventures","NA","0","NA","0"
"cur_sta.1899","Our Wonderful World","NA","0","NA","0"
"cur_sta.1900","GE Neuro","NA","0","NA","0"
"cur_sta.1901","Egg Time","NA","0","NA","0"
"cur_sta.1902","Highway to the Moon","NA","0","NA","0"
"cur_sta.1903","Bunnyrama","NA","0","NA","0"
"cur_sta.1904","Alone K.W.","NA","0","NA","0"
"cur_sta.1905","Existence Speed","NA","0","NA","0"
"cur_sta.1906","Doomed Kingdoms","NA","0","NA","0"
"cur_sta.1907","Random Access Murder","NA","0","NA","0"
"cur_sta.1908","The Land of Eyas","NA","
                                1
                            ","NA","0"
"cur_sta.1909","Hover Hazard","NA","0","NA","0"
"cur_sta.1910","Eight Mini Racers","NA","0","NA","0"
"cur_sta.1911","The Orb Chambers","NA","0","NA","0"
"cur_sta.1912","Alien Hostage","NA","0","NA","0"
"cur_sta.1913","Phat Stacks","NA","0","NA","0"
"cur_sta.1914","Elems","NA","0","NA","0"
"cur_sta.1915","a Family of Grave Diggers","NA","0","NA","0"
"cur_sta.1916","Omega Reaction","NA","0","NA","0"
"cur_sta.1917","Smoots Tennis Survival Zombie","NA","0","NA","0"
"cur_sta.1918","Don't Let Go!","NA","0","NA","0"
"cur_sta.1919","Arizona Rose and the Pirates' Riddles","NA","0","NA","0"
"cur_sta.1920","Wave Magic VR","NA","0","NA","0"
"cur_sta.1921","Push The Crate","NA","0","NA","0"
"cur_sta.1922","Blades of the Righteous","NA","0","NA","0"
"cur_sta.1923","The Legends of Owlia","NA","0","NA","0"
"cur_sta.1924","Heavy Impact","NA","0","NA","0"
"cur_sta.1925","B. Braun Future Operating Room","NA","0","NA","0"
"cur_sta.1926","Taiker","NA","0","NA","0"
"cur_sta.1927","Special Delivery","NA","0","NA","0"
"cur_sta.1928","RPG Fighter League","NA","0","NA","0"
"cur_sta.1929","8-Bit Arena VR","NA","0","NA","0"
"cur_sta.1930","Passage 4","NA","0","NA","0"
"cur_sta.1931","Moonshot Galaxy","NA","0","NA","0"
"cur_sta.1932","Vision Runner","NA","0","NA","0"
"cur_sta.1933","Ridge","NA","0","NA","0"
"cur_sta.1934","Toxic Terror","NA","0","NA","0"
"cur_sta.1935","WarBirds: Dogfights","NA","0","NA","0"
"cur_sta.1936","I Hate Santa","NA","0","NA","0"
"cur_sta.1937","Brawlderdash","NA","0","NA","0"
"cur_sta.1938","Carnivore Land","NA","0","NA","0"
"cur_sta.1939","Little Kingdom 2","NA","0","NA","0"
"cur_sta.1940","Tetradecagon","NA","0","NA","0"
"cur_sta.1941","Mars 2030","NA","0","NA","0"
"cur_sta.1942","Birdsketball","NA","0","NA","0"
"cur_sta.1943","10 Minute Barbarian","NA","0","NA","0"
"cur_sta.1944","Quantum Lock","NA","0","NA","0"
"cur_sta.1945","Push Me Pull You","NA","0","NA","0"
"cur_sta.1946","Pills4Skills","NA","0","NA","0"
"cur_sta.1947","Gunnihilation","NA","0","NA","0"
"cur_sta.1948","Locked In VR","NA","0","
7.7
    ","6 Ratings"
"cur_sta.1949","Crazy Saloon VR","NA","0","NA","0"
"cur_sta.1950","Redswood VR","NA","0","NA","0"
"cur_sta.1951","Revolt","NA","0","NA","0"
"cur_sta.1952","Poly Towns","NA","0","NA","0"
"cur_sta.1953","Domino VR","NA","0","NA","0"
"cur_sta.1954","Heroes of the Seven Seas VR","NA","0","NA","0"
"cur_sta.1955","Cockroach VR","NA","0","NA","0"
"cur_sta.1956","TILE","NA","0","NA","0"
"cur_sta.1957","Ninja Smasher!","NA","0","NA","0"
"cur_sta.1958","Gravity Island","NA","0","NA","0"
"cur_sta.1959","Retro Football Boss","NA","0","NA","0"
"cur_sta.1960","Old School 8-in-1 Bundle","NA","0","NA","0"
"cur_sta.1961","Combat Racers","NA","0","NA","0"
"cur_sta.1962","Behold!","NA","0","NA","0"
"cur_sta.1963","MechRunner","NA","0","NA","0"
"cur_sta.1964","Stargazer Christmas","NA","0","NA","0"
"cur_sta.1965","FISH LAKE","NA","0","NA","0"
"cur_sta.1966","Dimensional","NA","0","NA","0"
"cur_sta.1967","Santa Rockstar","NA","0","NA","0"
"cur_sta.1968","Awakened","NA","0","NA","0"
"cur_sta.1969","Solitaire Royale","NA","0","NA","0"
"cur_sta.1970","ikenie","NA","0","NA","0"
"cur_sta.1971","The Orchard of Stray Sheep","NA","0","NA","0"
"cur_sta.1972","ICARUS.1","NA","
                                1
                            ","NA","0"
"cur_sta.1973","Brick Stack VR","NA","0","NA","0"
"cur_sta.1974","Crazy Otto","NA","0","NA","0"
"cur_sta.1975","Bumper","NA","0","NA","0"
"cur_sta.1976","Spheria","NA","0","NA","0"
"cur_sta.1977","Meteor Crush VR","NA","0","NA","0"
"cur_sta.1978","Ticket","NA","0","NA","0"
"cur_sta.1979","Cyber Chicken","NA","0","NA","0"
"cur_sta.1980","Battles of Norghan","NA","0","NA","0"
"cur_sta.1981","Mushroom Crusher Extreme","NA","0","NA","0"
"cur_sta.1982","Pitfall Planet","NA","0","NA","0"
"cur_sta.1983","Bowl VR","NA","0","NA","0"
"cur_sta.1984","Crewsaders","NA","0","NA","0"
"cur_sta.1985","Kinacoustic","NA","0","NA","0"
"cur_sta.1986","No Seat?","NA","0","NA","0"
"cur_sta.1987","Mech Anarchy","NA","0","NA","0"
"cur_sta.1988","Super Hop 'N' Bop ULTRA","NA","0","NA","0"
"cur_sta.1989","Fallen","NA","0","NA","0"
"cur_sta.1990","Mysterious Castle","NA","
                                2
                            ","NA","0"
"cur_sta.1991","Asteroids Minesweeper","NA","
                                1
                            ","NA","0"
"cur_sta.1992","Galaxy Cannon Rider","NA","0","NA","0"
"cur_sta.1993","Magnetized","NA","0","NA","0"
"cur_sta.1994","Leveron Space","NA","0","NA","0"
"cur_sta.1995","Alien Blitz","NA","0","NA","0"
"cur_sta.1996","Splash Bash","NA","0","NA","0"
"cur_sta.1997","Omega Agent","NA","
                                1
                            ","NA","0"
"cur_sta.1998","Swingin Swiggins","NA","0","NA","0"
"cur_sta.1999","Spinning Maze","NA","0","NA","0"
"cur_sta.2000","Drive!Drive!Drive!","NA","
                                2
                            ","NA","0"
"cur_sta.2001","Maze Sounds","NA","0","NA","0"
"cur_sta.2002","Domino Craft VR","NA","0","NA","0"
"cur_sta.2003","A dragon girl looks up at the endless sky","NA","0","NA","0"
"cur_sta.2004","Help","NA","0","NA","0"
"cur_sta.2005","The Battle for Sector 219","NA","0","NA","0"
"cur_sta.2006","Slymes","NA","0","NA","0"
"cur_sta.2007","Make America Great Again","NA","0","NA","0"
"cur_sta.2008","Brumm","NA","0","NA","0"
"cur_sta.2009","Remain","NA","0","NA","0"
"cur_sta.2010","One Clone Left","NA","0","NA","0"
"cur_sta.2011","Ghostlords","NA","
                                1
                            ","NA","0"
"cur_sta.2012","Kyurinaga's Revenge","NA","
                                1
                            ","NA","0"
"cur_sta.2013","Maximum Archery The Game","NA","0","NA","0"
"cur_sta.2014","Roomscale Tower","NA","0","NA","0"
"cur_sta.2015","Star Chart","NA","0","NA","0"
"cur_sta.2016","Won't You Be My Laser?","NA","0","NA","0"
"cur_sta.2017","Duo","NA","0","NA","0"
"cur_sta.2018","Logic Missile","NA","0","NA","0"
"cur_sta.2019","Combat Core","NA","0","NA","0"
"cur_sta.2020","Nekuia","NA","0","NA","0"
"cur_sta.2021","Drawn Story","NA","0","NA","0"
"cur_sta.2022","Mind Unleashed","NA","0","NA","0"
"cur_sta.2023","Septic Savages","NA","0","NA","0"
"cur_sta.2024","Everything is Peachy","NA","0","NA","0"
"cur_sta.2025","Flying Baron 1916","NA","0","NA","0"
"cur_sta.2026","Rogues or Heroes","NA","0","NA","0"
"cur_sta.2027","World VR Competition","NA","0","NA","0"
"cur_sta.2028","Malkia","NA","0","NA","0"
"cur_sta.2029","Ruckus Ridge VR Party","NA","0","NA","0"
"cur_sta.2030","Astral Breakers","NA","0","NA","0"
"cur_sta.2031","Win Big Or Die","NA","0","NA","0"
"cur_sta.2032","Funklift","NA","0","NA","0"
"cur_sta.2033","Bloxiq VR","NA","0","NA","0"
"cur_sta.2034","Satanist","NA","0","NA","0"
"cur_sta.2035","Gamma Bros","NA","0","NA","0"
"cur_sta.2036","Monster Maze VR","NA","0","NA","0"
"cur_sta.2037","Super Markup Man","NA","0","NA","0"
"cur_sta.2038","Rebel Wings","NA","0","NA","0"
"cur_sta.2039","NEON Ultra","NA","0","NA","0"
"cur_sta.2040","Virtual Islands","NA","0","NA","0"
"cur_sta.2041","SwingStar VR","NA","0","NA","0"
"cur_sta.2042","Island Simulator 2016","NA","0","NA","0"
"cur_sta.2043","Smash Party VR","NA","0","NA","0"
"cur_sta.2044","Izanami's Dream Battle","NA","0","NA","0"
"cur_sta.2045","bloxyz","NA","0","NA","0"
"cur_sta.2046","Feudalism","NA","
                                1
                            ","NA","0"
"cur_sta.2047","Gun Range VR","NA","0","NA","0"
"cur_sta.2048","Hidden Dimensions 3","NA","0","NA","0"
"cur_sta.2049","AsteroidsHD","NA","0","NA","0"
"cur_sta.2050","Sweet Candy Mahjong","NA","0","NA","0"
"cur_sta.2051","Congresswolf","NA","0","NA","0"
"cur_sta.2052","Crazy Max VR","NA","0","NA","0"
"cur_sta.2053","CrapsVR","NA","0","NA","0"
"cur_sta.2054","Shift Orb","NA","0","NA","0"
"cur_sta.2055","Platfinity","NA","0","NA","0"
"cur_sta.2056","100nya","NA","0","NA","0"
"cur_sta.2057","BOTOLO","NA","
                                1
                            ","NA","0"
"cur_sta.2058","Bloonz Toonz","NA","0","NA","0"
"cur_sta.2059","So Long Earth","NA","0","NA","0"
"cur_sta.2060","Zipple World","NA","0","NA","0"
"cur_sta.2061","Emission VR","NA","0","NA","0"
"cur_sta.2062","Stars","NA","0","NA","0"
"cur_sta.2063","Drift Into Eternity","NA","0","NA","0"
"cur_sta.2064","Rule Your School","NA","0","NA","0"
"cur_sta.2065","Bridge to Nowhere","NA","0","NA","0"
"cur_sta.2066","SPLIT BULLET","NA","0","NA","0"
"cur_sta.2067","Unruly Ghouls","NA","0","NA","0"
"cur_sta.2068","Vox-L","NA","0","NA","0"
"cur_sta.2069","RePete","NA","0","NA","0"
"cur_sta.2070","Pane In The Glass","NA","0","NA","0"
"cur_sta.2071","LILT","NA","0","NA","0"
"cur_sta.2072","The Last Look","NA","0","NA","0"
"cur_sta.2073","ChessBase 13 Pro","NA","0","NA","0"
"cur_sta.2074","Tales of Cosmos","NA","
                                2
                            ","NA","0"
"cur_sta.2075","Orange Adventure","NA","
                                1
                            ","
8.3
    ","6 Ratings"
"cur_sta.2076","Evil Orbs","NA","0","NA","0"
"cur_sta.2077","Vex","NA","0","NA","0"
"cur_sta.2078","Project Graviton","NA","0","NA","0"
"cur_sta.2079","Doodler","NA","0","NA","0"
"cur_sta.2080","Tatsu","NA","0","NA","0"
"cur_sta.2081","Rogue Fighter","NA","0","NA","0"
"cur_sta.2082","RENOIR","NA","
                                3
                            ","
2.8
    ","4 Ratings"
"cur_sta.2083","Raging Titan","NA","0","NA","0"
"cur_sta.2084","R.C. Bot Inc.","NA","0","NA","0"
"cur_sta.2085","Space Cat","NA","0","NA","0"
"cur_sta.2086","Elves vs Goblins Defender","NA","0","NA","0"
"cur_sta.2087","Gravity Compass","NA","0","NA","0"
"cur_sta.2088","Arctic Trucker Simulator","NA","0","NA","0"
"cur_sta.2089","Heal Them All","NA","0","NA","0"
"cur_sta.2090","Pumpkin SculptrVR","NA","0","NA","0"
"cur_sta.2091","VR Karts SteamVR","NA","0","NA","0"
"cur_sta.2092","ArsonVille","NA","0","NA","0"
"cur_sta.2093","The Puppet Master","NA","0","NA","0"
"cur_sta.2094","Torgar's Quest","NA","0","NA","0"
"cur_sta.2095","Retool","NA","0","NA","0"
"cur_sta.2096","Elena","NA","
                                2
                            ","NA","0"
"cur_sta.2097","Neptune Flux","NA","
                                1
                            ","NA","0"
"cur_sta.2098","Siege Hammer","NA","0","NA","0"
"cur_sta.2099","Super Mixtape","NA","0","NA","0"
"cur_sta.2100","Extreme Skiing VR","NA","0","NA","0"
"cur_sta.2101","House of Hell","NA","0","NA","0"
"cur_sta.2102","Requiescence","NA","0","NA","0"
"cur_sta.2103","Star Fight","NA","0","NA","0"
"cur_sta.2104","Space Universe","NA","0","NA","0"
"cur_sta.2105","Grimsfield","NA","
                                1
                            ","NA","0"
"cur_sta.2106","BoX -containment-","NA","0","NA","0"
"cur_sta.2107","Wanderjahr","NA","
                                1
                            ","NA","0"
"cur_sta.2108","Hand Eye Cubination","NA","0","NA","0"
"cur_sta.2109","Super Puzzle Sisters","NA","0","NA","0"
"cur_sta.2110","The Concourse","NA","0","NA","0"
"cur_sta.2111","Landmine Larry","NA","0","NA","0"
"cur_sta.2112","Wacky Wheels HD","NA","0","NA","0"
"cur_sta.2113","Battle Tank Armada","NA","0","NA","0"
"cur_sta.2114","Super Cube Smash","NA","0","NA","0"
"cur_sta.2115","Graveyard Shift","NA","0","NA","0"
"cur_sta.2116","CHEXS","NA","0","NA","0"
"cur_sta.2117","Bambino Rally 3","NA","0","NA","0"
"cur_sta.2118","Witan","NA","0","NA","0"
"cur_sta.2119","Sparky's Hunt","NA","0","NA","0"
"cur_sta.2120","How To Make Your Grandpa Happy","NA","0","NA","0"
"cur_sta.2121","Flute Master","NA","0","NA","0"
"cur_sta.2122","C14 Dating","NA","0","NA","0"
"cur_sta.2123","NAL Is Alive","NA","0","NA","0"
"cur_sta.2124","Snow Fortress","NA","0","NA","0"
"cur_sta.2125","GentleMoon 2","NA","0","NA","0"
"cur_sta.2126","Crawlers and Brawlers","NA","0","NA","0"
"cur_sta.2127","Hat Trick Header","NA","0","NA","0"
"cur_sta.2128","Fright Light","NA","0","NA","0"
"cur_sta.2129","VReakout","NA","0","NA","0"
"cur_sta.2130","Space Jones VR","NA","0","NA","0"
"cur_sta.2131","Candy Island","NA","0","NA","0"
"cur_sta.2132","Snowday","NA","0","NA","0"
"cur_sta.2133","New Yankee in Santa's Service","NA","0","NA","0"
"cur_sta.2134","So Much Blood","NA","
                                2
                            ","NA","0"
"cur_sta.2135","Javva Juice","NA","0","NA","0"
"cur_sta.2136","Killer Klownz","NA","0","NA","0"
"cur_sta.2137","ATOM GRRRL!!","NA","
                                1
                            ","NA","0"
